entry_id,grammar_point,semantic_concept,connection_rule,meaning_zh,example_japanese,example_reading,example_chinese,jlpt_level,tags,notes,usage_when,usage_avoid,common_mistakes,review_issues,review_status,enriched_by,confidence
G0178,〜ほかしかたがない,〜ほかしかたがない,〜ほかしかたがない,〜ほかしかたがない,〜ほかしかたがない の例文です。,〜ほかしかたがない の例文です。,〜ほかしかたがない,N4,N4|文法|句型|助詞,,"語感: 帶有一種「雖然不一定想這麼做,但現實情況下沒有其他路可以走」的消極、無奈感。 | 注意: 在口語或文章中,は 經常可以省略。另外,它還有幾個意思完全相同的變體:",基本含義中文解釋: 只有 ... 、只能 ... 、除此之外別無他法。 | 這個句型只能接在動詞的辭書形後面。 | 例:行く  + ほかはない  = 只能去了。,,例句為模板佔位，非真實例句; 意思與句型名稱相同，缺少釋義; 信心分偏低 (0.5),flagged,teacher_agent,0.5
G0179,描述他人的慾望,"這是最標準的用法,把「內心的願望」轉化為「外在的表現」。",構造:動詞  ます  形  ( 去  ます ) + たがる常用態:〜たがっている ( 正在表現出想做的樣子 )語感:他「表現出」很想做的樣子。 構造:名詞  + を  + 欲(ほ)しがる,"這是最標準的用法,把「內心的願望」轉化為「外在的表現」。","2. 〜欲しがる 當對象不是「動作(動詞)」,而是「東西(名詞)」時使用。","2. 〜欲しがる 當對象不是「動作(動詞)」,而是「東西(名詞)」時使用。","這是最標準的用法,把「內心的願望」轉化為「外在的表現」。",N3,N3|文法,"2. 〜欲しがる 當對象不是「動作(動詞)」,而是「東西(名詞)」時使用。 語感:他正吵著、或流露出想要某樣東西的樣子。 範例:在玩具店的小孩子供が、あの  おもちゃを  欲しがって  泣いて  います。( 小孩子吵著想要那個玩具,正在哭鬧。 ) 3. 〜そうだ  / 〜ようだ  ( 推測型 ) 如果你不想把話說得那麼死,可以用你學過的「外觀觀測」來表達。 語感:看起來好像想 ... 、聽說他想 ... 。 範例:觀察朋友吃東西彼は、もっと  食べたそうな  顔を  して  います。( 他露出一副「好像還想吃」的表情。 ) —— 這裡用的是  たそう(看起來想)。 日 文 筆 記","如果你不想把話說得那麼死,可以用你學過的「外觀觀測」來表達。",,,,corrected,grammar_teacher_agent,0.75
G0180,構造:〜たい  + そうだ / ようだ,構造:〜たい  + そうだ / ようだ,構造:〜たい  + そうだ / ようだ,構造:〜たい  + そうだ / ようだ,構造:〜たい  + そうだ / ようだを使います。,構造:〜たい  + そうだ / ようだを使います。,構造:〜たい  + そうだ / ようだ,N4,N4|文法,,"如果你不想把話說得那麼死,可以用你學過的「外觀觀測」來表達。",,,例句為模板佔位，非真實例句; 意思與句型名稱相同，缺少釋義; 信心分偏低 (0.5),flagged,teacher_agent,0.5
G0181,〜きる,"這是最常見的用法,強調「把剩下的全部掃光」。","読みきる:全部讀完(像圖中的  5 卷小說)。 使いきる:全部用光(就像剛才媽媽說的,把用到一半的用光)。 売りきれる:全部賣光( Sold out )。 2達到極限  (Extremity) 。翻譯為 "" 十分 ..../ 非常 ....” 表示程度到了頂點,沒辦法再更進一步了。 疲れきる:筋疲力盡(累癱了)。 3強烈地、斷然地  (Emphasis)","這是最常見的用法,強調「把剩下的全部掃光」。",読みきる。,読みきる。,全部讀完。,N4,N4|文法|句型,"読みきる:全部讀完(像圖中的  5 卷小說)。 使いきる:全部用光(就像剛才媽媽說的,把用到一半的用光)。 売りきれる:全部賣光( Sold out )。 2達到極限  (Extremity) 。翻譯為 "" 十分 ..../ 非常 ....” 表示程度到了頂點,沒辦法再更進一步了。 疲れきる:筋疲力盡(累癱了)。 3強烈地、斷然地  (Emphasis)",,,,,passed,pdf_extract,0.85
G0182,"困りきっている:感到極度困擾(圖中第  3 句,井上先生的情況)。",用來強調說話的語氣或決心。,"言いきる:斷言、很有把握地說(圖中第  2 句)。 信じきる:深信不疑。 這就像是動詞的「普通形」與「可能形」的差別:〜きる:我「做完了」某事。 食べきれないほどのごちそう( 豐富到「吃不完」的大餐。 )這裡用「きれない」,是因為大餐的份量超過了胃的「可能範圍」。 日 文 筆 記",用來強調說話的語氣或決心。,言いきる:斷言、很有把握地說(圖中第  2 句)。,言いきる:斷言、很有把握地說(圖中第  2 句)。,用來強調說話的語氣或決心。,N4,N4|文法,"言いきる:斷言、很有把握地說(圖中第  2 句)。 信じきる:深信不疑。 這就像是動詞的「普通形」與「可能形」的差別:〜きる:我「做完了」某事。 食べきれないほどのごちそう( 豐富到「吃不完」的大餐。 )這裡用「きれない」,是因為大餐的份量超過了胃的「可能範圍」。 日 文 筆 記",,,,grammar_point 疑似誤拆（例句/說明文字）,excluded,grammar_teacher_agent,0.75
G0183,くらい / ぐらい,大概…；到…程度,N + くらい,大概…；到…程度,一杯くらい飲む。,一杯くらい飲む。,大概喝一杯。,N3,N3|文法,,,,,,passed,pdf_extract,0.85
G0184,〜結果(けっか),〜結果(けっか),〜結果(けっか),〜結果(けっか),〜結果(けっか) の例文です。,〜結果(けっか) の例文です。,〜結果(けっか),N4,N4|文法|句型|索引補齊,,,,,例句為模板佔位，非真實例句; 意思與句型名稱相同，缺少釋義; 信心分偏低 (0.58),flagged,teacher_agent,0.58
G0185,〜こと,…的事（名詞化）,V辞書形 + こと,…的事（名詞化）,泳ぐことができる。,泳ぐことができる。,能游泳。,N4,N4|文法|句型|助詞,,,,,,passed,pdf_extract,0.85
G0186,〜ことから,因為…,V / いAdj + ことから,因為…,忙しいことから行けない。,忙しいことから行けない。,因為忙不能去。,N4,N4|文法|句型|助詞,,,,,,passed,pdf_extract,0.85
G0187,〜ことになっている,規定…；應該…,V + ことになっている,規定…；應該…,会議は十時からことになっている。,会議は十時からことになっている。,會議規定十點開始。,N4,N4|文法|句型|助詞,,,,,,passed,pdf_extract,0.85
G0188,〜ことはない,不必…,V + ことはない,不必…,心配することはない。,心配することはない。,不必擔心。,N4,N4|文法|句型|助詞,,,,,,passed,pdf_extract,0.85
G0189,〜込む,進入…；徹底…,Vます + 込む,進入…；徹底…,考え込む。,考え込む。,陷入沉思。,N4,N4|文法|句型,,,,,,passed,pdf_extract,0.85
G0190,〜最中(さいちゅう)に,〜最中(さいちゅう)に,〜最中(さいちゅう)に,〜最中(さいちゅう)に,〜最中(さいちゅう)に の例文です。,〜最中(さいちゅう)に の例文です。,〜最中(さいちゅう)に,N4,N4|文法|句型|助詞|索引補齊,,,,,例句為模板佔位，非真實例句; 意思與句型名稱相同，缺少釋義; 信心分偏低 (0.58),flagged,teacher_agent,0.58
G0191,〜際(さい)に,〜際(さい)に,〜際(さい)に,〜際(さい)に,〜際(さい)に の例文です。,〜際(さい)に の例文です。,〜際(さい)に,N4,N4|文法|句型|助詞|索引補齊,,,,,例句為模板佔位，非真實例句; 意思與句型名稱相同，缺少釋義; 信心分偏低 (0.58),flagged,teacher_agent,0.58
G0192,〜さえ,甚至…；連…都,N + さえ,甚至…；連…都,子供さえ知っている。,子供さえ知っている。,連小孩都知道。,N4,N4|文法|句型,,,,,,passed,pdf_extract,0.85
G0193,〜さえ〜ば,只要…就…,V + さえすれば,只要…就…,薬を飲みさえすれば治る。,薬を飲みさえすれば治る。,只要吃藥就會好。,N4,N4|文法|句型,,,,,,passed,pdf_extract,0.85
G0194,〜てなんかいない,才不會…,Vて + なんかいない,才不會…,負けてなんかいない。,負けてなんかいない。,才不會輸。,N4,N4|文法|句型,,,,,,passed,pdf_extract,0.85
G0195,〜なんかいられない,不會…；不可能…,Vて + なんかいられない,不會…；不可能…,黙ってなんかいられない。,黙ってなんかいられない。,不可能沉默。,N4,N4|文法|句型,,,,,,passed,pdf_extract,0.85
G0196,〜しかない,只能…；只好…,V + しかない,只能…；只好…,歩いて行くしかない。,歩いて行くしかない。,只能走著去。,N4,N4|文法|句型,,,,,,passed,pdf_extract,0.85
G0197,〜ほかない,只能…；只好…,V + ほかない,只能…；只好…,待つほかない。,待つほかない。,只能等。,N4,N4|文法|句型,,,,,,passed,pdf_extract,0.85
G0198,〜ずに,不…而…,Vずに,不…而…,食べずに帰った。,食べずに帰った。,沒吃就回去了。,N4,N4|文法|句型|助詞,,,,,,passed,pdf_extract,0.85
G0199,〜せいで,因為…（責備）,N + せいで,因為…（責備）,雨のせいで試合が中止になった。,雨のせいで試合が中止になった。,因為下雨比賽取消。,N4,N4|文法|句型|助詞,,,,,,passed,pdf_extract,0.85
G0200,〜たがる,想…（第三人稱）,Vたがる,想…（第三人稱）,子供は遊びたがる。,子供は遊びたがる。,小孩想玩。,N4,N4|文法|句型|助詞,,,,,,passed,pdf_extract,0.85
G0201,させられる,"📘 語法拆解與解析這個詞是由兩個強大的功能組合而成的:1. 使役(させ):叫別人去做。2. 被動(られる):被 ...... 。合起來就是:「被叫去做的(被迫)」。變化規律(以第一類動詞為例):將動詞字尾的  u 段音改為  a 段音,再加上  「せられる」(口語中常縮短為  「される」)。• 書(か)く (Kaku / 寫 )→書(か)かされる ( 被迫寫 ) 。• 待(ま)つ (Matsu / 等 )→ 待(ま)たされる ( 被迫等 ) 。","「前一個動作剛完成的『那一瞬間』,後面的變化就緊接著發生,而且通常帶有意外感。」 範例  B :瞬間的情緒變化(常體  / 口語)","📘 語法拆解與解析這個詞是由兩個強大的功能組合而成的:1. 使役(させ):叫別人去做。2. 被動(られる):被 ...... 。合起來就是:「被叫去做的(被迫)」。變化規律(以第一類動詞為例):將動詞字尾的  u 段音改為  a 段音,再加上  「せられる」(口語中常縮短為  「される」)。• 書(か)く (Kaku / 寫 )→書(か)かされる ( 被迫寫 ) 。• 待(ま)つ (Matsu / 等 )→ 待(ま)たされる ( 被迫等 ) 。",範例  A :意外的反應(丁寧語  / 禮貌體) 窓を  開(あ)けた  とたん、冷たい  風が  入って  きました。,範例  A :意外的反應(丁寧語  / 禮貌體) 窓を  開(あ)けた  とたん、冷たい  風が  入って  きました。,"📘 語法拆解與解析這個詞是由兩個強大的功能組合而成的:1. 使役(させ):叫別人去做。2. 被動(られる):被 ...... 。合起來就是:「被叫去做的(被迫)」。變化規律(以第一類動詞為例):將動詞字尾的  u 段音改為  a 段音,再加上  「せられる」(口語中常縮短為  「される」)。• 書(か)く (Kaku / 寫 )→書(か)かされる ( 被迫寫 ) 。• 待(ま)つ (Matsu / 等 )→ 待(ま)たされる ( 被迫等 ) 。",N3,N3|文法,"範例  A :意外的反應(丁寧語  / 禮貌體) 窓を  開(あ)けた  とたん、冷たい  風が  入って  きました。(一打開窗戶,冷風就咻地吹進來了。) 家に  帰った  とたん、安心(あんしん)した。(一回到家,瞬間就安心了。) 日 文 筆 記",,,,,corrected,grammar_teacher_agent,0.75
G0202,たとえ〜ても,たとえ〜ても,たとえ〜ても,たとえ〜ても,たとえ〜てもを使います。,たとえ〜てもを使います。,たとえ〜ても,N3,N3|文法|助詞,,,,,例句為模板佔位，非真實例句; 意思與句型名稱相同，缺少釋義; 信心分偏低 (0.5),flagged,teacher_agent,0.5
G0203,〜ため,因為…；為了…,V / N + ため,因為…；為了…,勉強するため日本へ行く。,勉強するため日本へ行く。,為了讀書去日本。,N4,N4|文法|句型,,,,,,passed,pdf_extract,0.85
G0204,〜たものだ,曾經常…（懷念）,Vた + ものだ,曾經常…（懷念）,子供の頃よく遊んだものだ。,子供の頃よく遊んだものだ。,小時候常玩。,N4,N4|文法|句型|助詞,,,,,,passed,pdf_extract,0.85
